K0v1gtGag4je0e-MyX3gNQ,5
XeWIIUbGwxS6YKrbddBtFw,4
a5QS6g30nM4q2XFGP6Po9g,4
GPi7JVyTTyig31YCCWkQPA,2
pmKnNkGVgzhMkwJaTU5apA,4
MQ_gtoH3gb4ATeH30vDhtA,4
ELyZXmjTc2UZcVSSPs1zSA,5
P5bUL3Engv-2z6kKohB6qQ,4
aREzu8wiB_1NYMzi_TgN0A,4
p4-tNsuQB6O11lp77KZKJg,3
K0v1gtGag4je0e-MyX3gNQ,5
XeWIIUbGwxS6YKrbddBtFw,4
a5QS6g30nM4q2XFGP6Po9g,4
GPi7JVyTTyig31YCCWkQPA,2
pmKnNkGVgzhMkwJaTU5apA,4
MQ_gtoH3gb4ATeH30vDhtA,4
ELyZXmjTc2UZcVSSPs1zSA,5
P5bUL3Engv-2z6kKohB6qQ,4
aREzu8wiB_1NYMzi_TgN0A,4
p4-tNsuQB6O11lp77KZKJg,3
-gokwePdbXjfS0iF7NsUGA,1
CNdJaOdUjLIceVxhWcMNRA,2
6jJaCmz5-mm1KpMhK4XsGA,2
wrRvhWhk01N_CTOiTT1sEA,1
tfg1Nhwx94Y4GdQHLVawbw,3
ch0fEsntERlqwj5rA8TeWg,2
G7o1IlkPz-IJfpTyGSU5ZQ,2
8aM-IeXvEN_f8zgvQQ6iEQ,1
HshIhF76Uea0-2ht_KUisw,1
BjyPiB5NjaX6PbeVaWpfaw,1
BWpxij1LGA8PcVnxTHtybQ,1
qnwicgHbpMyDA_40HCbvVQ,4
28EP65ZNv6Gh5WZ-mE4bRg,1
Hh6iHC3bW_MUPuOhsIKFYw,1
lhtScJ_Z2Oh3518hCt-_Zw,4
Eypq5gLLjCapBVVnMw_MyA,1
ighhuf3rAKgKI2E-o9WDXA,2
bozvcy7kl2kJ2mBdKVxyUg,2
y-1YkRfAGhmYXvpu412H4A,2
mIXATb3wsAMozdJnseDMnA,2
H11wCNQ2Cb6dRdxepnVA-Q,3
i1tKNFPKzR5mbCKW1zHMGA,1
dpsjl1dGW7RoC7F3EigPUQ,2
zD-ACmrqZC9gAwMWLZZLWA,3
elyvWgnY-oN7TfLMDt9o4Q,3
_3TVf4tY3pimEaEG62aOVQ,1
7rIXW8FyXMrUa5Tawunf6w,2
6qlkQhQFpuX7WXboTv9-dA,2
yvnRiqX6iK0quUDsGGRIaw,1
vzp2QEljMSRV_AbDfPwWyQ,2
ZBBlQj92l65SyjC6YzEH_g,3
-gokwePdbXjfS0iF7NsUGA,1
CNdJaOdUjLIceVxhWcMNRA,2
6jJaCmz5-mm1KpMhK4XsGA,2
wrRvhWhk01N_CTOiTT1sEA,1
tfg1Nhwx94Y4GdQHLVawbw,3
ch0fEsntERlqwj5rA8TeWg,2
G7o1IlkPz-IJfpTyGSU5ZQ,2
8aM-IeXvEN_f8zgvQQ6iEQ,1
HshIhF76Uea0-2ht_KUisw,1
BjyPiB5NjaX6PbeVaWpfaw,1
BWpxij1LGA8PcVnxTHtybQ,1
qnwicgHbpMyDA_40HCbvVQ,4
28EP65ZNv6Gh5WZ-mE4bRg,1
Hh6iHC3bW_MUPuOhsIKFYw,1
lhtScJ_Z2Oh3518hCt-_Zw,4
Eypq5gLLjCapBVVnMw_MyA,1
ighhuf3rAKgKI2E-o9WDXA,2
bozvcy7kl2kJ2mBdKVxyUg,2
y-1YkRfAGhmYXvpu412H4A,2
mIXATb3wsAMozdJnseDMnA,2
H11wCNQ2Cb6dRdxepnVA-Q,3
i1tKNFPKzR5mbCKW1zHMGA,1
dpsjl1dGW7RoC7F3EigPUQ,2
zD-ACmrqZC9gAwMWLZZLWA,3
elyvWgnY-oN7TfLMDt9o4Q,3
_3TVf4tY3pimEaEG62aOVQ,1
7rIXW8FyXMrUa5Tawunf6w,2
6qlkQhQFpuX7WXboTv9-dA,2
yvnRiqX6iK0quUDsGGRIaw,1
vzp2QEljMSRV_AbDfPwWyQ,2
ZBBlQj92l65SyjC6YzEH_g,3
