7mRomkIqfNnCqM29FdxFGw,5
gLke-4oih1t7urvoQAENcQ,4
fLG79z2pfICqqGigZTp0UA,4
FHfjAReTovbu0chLv-WGrQ,5
GlzTbWIREAedA37YOVTd-A,4
xVndjy6wsAxGlOxPjBbZxw,4
YtdTM3_u-vPaaMDcklIikA,3
ln-8dqz9uu5TwjVg1vYESg,3
MPKhB5s2K8-o6hIYvmlCaw,3
aIFbo8WaP6SCuOFnj_v9kA,1
7mRomkIqfNnCqM29FdxFGw,5
gLke-4oih1t7urvoQAENcQ,4
fLG79z2pfICqqGigZTp0UA,4
FHfjAReTovbu0chLv-WGrQ,5
GlzTbWIREAedA37YOVTd-A,4
xVndjy6wsAxGlOxPjBbZxw,4
YtdTM3_u-vPaaMDcklIikA,3
ln-8dqz9uu5TwjVg1vYESg,3
MPKhB5s2K8-o6hIYvmlCaw,3
aIFbo8WaP6SCuOFnj_v9kA,1
nOTDEZUWv4fmDqd1pRSk_A,3
5QF3Be5URrLAreJk0Z7PrQ,5
71RVNcSPEs8rxyxQllMGeQ,3
-jNY91V-rbNHtGvYVSrVYQ,1
PUBs1RENZLb8dPFHZik5eg,1
5hZkeASVP-ftOAPc-rz5Bg,1
nlYsOqKBia8GTUP7YN636Q,5
4an_jbW1wyOt3GC4gk6GaQ,3
EJJMReGVkJoa9o1DKKayYg,5
rP-vLuBkCKidgeHSP--cIA,5
0qM9f_trpAZ9ZOUtf9vkZA,2
eVyMhfIYnAOKybkLYqhhKA,1
fmMKzi22jxkwiqNS1XQ4AQ,5
HeErJPgxnb8EYR-RdL2Nsw,4
ckMFtaljrmXWaSiQqk9ZWA,3
AGKdFT4BaWT8JN3pVjW6zw,4
2COdE4hlzFh6-nPiA9k5bQ,1
nOTDEZUWv4fmDqd1pRSk_A,3
5QF3Be5URrLAreJk0Z7PrQ,5
71RVNcSPEs8rxyxQllMGeQ,3
-jNY91V-rbNHtGvYVSrVYQ,1
PUBs1RENZLb8dPFHZik5eg,1
5hZkeASVP-ftOAPc-rz5Bg,1
nlYsOqKBia8GTUP7YN636Q,5
4an_jbW1wyOt3GC4gk6GaQ,3
EJJMReGVkJoa9o1DKKayYg,5
rP-vLuBkCKidgeHSP--cIA,5
0qM9f_trpAZ9ZOUtf9vkZA,2
eVyMhfIYnAOKybkLYqhhKA,1
fmMKzi22jxkwiqNS1XQ4AQ,5
HeErJPgxnb8EYR-RdL2Nsw,4
ckMFtaljrmXWaSiQqk9ZWA,3
AGKdFT4BaWT8JN3pVjW6zw,4
2COdE4hlzFh6-nPiA9k5bQ,1
