b-RcJ-n6RqLrZfOziYmFOw,1
gs5Xf8s7WCuI2-AGBK_bBQ,1
KthO0DfsFkX9eZwQg9-HIQ,2
pmKnNkGVgzhMkwJaTU5apA,4
cNvOXrqH8CtObGX4T9_FXQ,4
fDny65qdxn3EJH0PZbCxIw,2
-bdNvK2Lg07zaxDt-A8ABw,4
1BpBqQCbN0QF9YHstBTweg,1
3TAFRNEfJCuFGmyc3cHTAA,1
bNyAfGd1rcdYNVoXRqt38Q,1
XmElOb8V73xkDQypksDloA,4
SW-U6u1gbCD2XctrW9L3QQ,5
skjkxo7Ewz3cbxW4TQNK5g,5
_A1j_dfBlJw7i9uGz3zdQQ,2
gQF9-Agz8E-9lXNJZsc1xA,2
jotP6mdocZYKsEGU4gA69Q,1
Zt1OtjXD7SYwpCHXTGKWIQ,1
P5bUL3Engv-2z6kKohB6qQ,4
8tedQhaOAPtW9kwTcJjYhw,1
AuFbisviXd9quVnUcW5eow,3
IjgzF9swWThw46rz-Fx0bw,1
3ybWNK6FS5VrwOkechUMcg,1
Iqfc_JtaStZwPG66WsBkLg,5
sJq9kX61CZXWDZsCtIBMIA,1
VsebLrtvaTUjEn9J_jMZvA,2
8Xa4ADdATemb2H9tYsA3Jw,3
RP3crD28wwry-QY0JmzNsQ,1
RScVO94HmC0Bfe48ernf2w,4
UqNSytSc3hiYfKVCGwvLCg,4
_fwB1RkTfS5WzUT6QvYF3w,5
9gMaA5X9aDYPl1uC8rczIA,2
v8_stf6N2lyrZmfeZ6z6Rg,4
5L0eiAkoQIVvI_XOjzhFpA,5
b-RcJ-n6RqLrZfOziYmFOw,1
gs5Xf8s7WCuI2-AGBK_bBQ,1
KthO0DfsFkX9eZwQg9-HIQ,2
pmKnNkGVgzhMkwJaTU5apA,4
cNvOXrqH8CtObGX4T9_FXQ,4
fDny65qdxn3EJH0PZbCxIw,2
-bdNvK2Lg07zaxDt-A8ABw,4
1BpBqQCbN0QF9YHstBTweg,1
3TAFRNEfJCuFGmyc3cHTAA,1
bNyAfGd1rcdYNVoXRqt38Q,1
XmElOb8V73xkDQypksDloA,4
SW-U6u1gbCD2XctrW9L3QQ,5
skjkxo7Ewz3cbxW4TQNK5g,5
_A1j_dfBlJw7i9uGz3zdQQ,2
gQF9-Agz8E-9lXNJZsc1xA,2
jotP6mdocZYKsEGU4gA69Q,1
Zt1OtjXD7SYwpCHXTGKWIQ,1
P5bUL3Engv-2z6kKohB6qQ,4
8tedQhaOAPtW9kwTcJjYhw,1
AuFbisviXd9quVnUcW5eow,3
IjgzF9swWThw46rz-Fx0bw,1
3ybWNK6FS5VrwOkechUMcg,1
Iqfc_JtaStZwPG66WsBkLg,5
sJq9kX61CZXWDZsCtIBMIA,1
VsebLrtvaTUjEn9J_jMZvA,2
8Xa4ADdATemb2H9tYsA3Jw,3
RP3crD28wwry-QY0JmzNsQ,1
RScVO94HmC0Bfe48ernf2w,4
UqNSytSc3hiYfKVCGwvLCg,4
_fwB1RkTfS5WzUT6QvYF3w,5
9gMaA5X9aDYPl1uC8rczIA,2
v8_stf6N2lyrZmfeZ6z6Rg,4
5L0eiAkoQIVvI_XOjzhFpA,5
CZO8rFIsL89pjM2La5u6AQ,5
T7UOTXOsi6ZdJkzy8czTMw,5
5jLkKtE4HPlrbjw-0w9lvg,5
CZO8rFIsL89pjM2La5u6AQ,5
T7UOTXOsi6ZdJkzy8czTMw,5
5jLkKtE4HPlrbjw-0w9lvg,5
2Sglga1mooQwZDjlwXZQLQ,5
XU-jH7xsTbS6qKt4Lekubw,5
rLmjHupXGsDfDsD6ErwOVg,3
FvnWRCpeUUtcmOk2bJAe1A,5
aj70LRI4X44Sb2pDPBiWkg,3
cL5Y5loglA1jhiPh5OtC7g,2
Sb6vFIeTTvCbKAMPtgxs2Q,2
RO70-23imEWqgtSN1mW5pA,2
bS4dELTqa27spj28tR0Avw,1
V7EnMOl3O9jBq7p8KvYcFg,4
9IVT-5YkRBVJcMthvvsxDQ,2
JHUUcphWYcriawEHL3H_bA,1
HGj8FYzkxJ0Uw8vNjbyluA,1
PAQ7p8pEhcMzP7yMrsqDUg,2
GRVoSeZsbOFaUqTW9uyrBA,5
7j53N0KU4z-AKrJ2i5NdOg,1
CZqB9PPVV0oUjapqODsisg,3
OvHAsqM24MR7l9OnDWJ4xw,4
8XRmGIYajswsZixDfS7bFQ,1
